threshold,f1,fp,fn,flagged_rate,expected_cost
0.0007493543089367449,0.1254841208365608,1127,2,0.9640861931364725,122700
0.0007637765374965966,0.12558139534883722,1126,2,0.9632881085395052,122600
0.0007766245398670435,0.1256788207913111,1125,2,0.9624900239425379,122500
0.0007795121055096388,0.12577639751552794,1124,2,0.9616919393455706,122400
0.0007810493116267025,0.1258741258741259,1123,2,0.9608938547486033,122300
0.0007849748362787068,0.12597200622083982,1122,2,0.960095770151636,122200
0.0007939647766761482,0.12607003891050583,1121,2,0.9592976855546688,122100
0.0007964858668856323,0.1261682242990654,1120,2,0.9584996009577015,122000
0.0007978228386491537,0.12626656274356976,1119,2,0.9577015163607342,121900
0.0008030139724723995,0.12636505460218408,1118,2,0.9569034317637669,121800
0.0008042706176638603,0.12646370023419204,1117,2,0.9561053471667997,121700
0.0008195770788006485,0.1265625,1116,2,0.9553072625698324,121600
0.0008356932667084038,0.1266614542611415,1115,2,0.9545091779728652,121500
0.0008381474763154984,0.1267605633802817,1114,2,0.9537110933758979,121400
0.00083831517258659,0.12685982772122162,1113,2,0.9529130087789306,121300
0.0008392707677558064,0.12695924764890282,1112,2,0.9521149241819633,121200
0.0008603389142081141,0.12705882352941175,1111,2,0.951316839584996,121100
0.0008615891565568745,0.1271585557299843,1110,2,0.9505187549880287,121000
0.0008661604369990528,0.1272584446190102,1109,2,0.9497206703910615,120900
0.0008679441525600851,0.12735849056603774,1108,2,0.9489225857940942,120800
0.0008769342093728483,0.12745869394177814,1107,2,0.9481245011971269,120700
0.0008846214623190463,0.12755905511811025,1106,2,0.9473264166001596,120600
0.0008852833998389542,0.1276595744680851,1105,2,0.9465283320031923,120500
0.0008924948051571846,0.1277602523659306,1104,2,0.945730247406225,120400
0.0008935669320635498,0.12786108918705605,1103,2,0.9449321628092577,120300
0.0009283924009650946,0.12796208530805686,1102,2,0.9441340782122905,120200
0.000933737144805491,0.12806324110671938,1101,2,0.9433359936153233,120100
0.0009340788819827139,0.1281645569620253,1100,2,0.942537909018356,120000
0.0009344420395791531,0.12826603325415678,1099,2,0.9417398244213887,119900
0.0009402309660799801,0.12836767036450078,1098,2,0.9409417398244214,119800
0.0009463031892664731,0.12846946867565423,1097,2,0.9401436552274541,119700
0.0009482340537942946,0.12857142857142856,1096,2,0.9393455706304868,119600
0.0009534954442642629,0.12867355043685463,1095,2,0.9385474860335196,119500
0.0009594447328709066,0.1287758346581876,1094,2,0.9377494014365523,119400
0.000979350763373077,0.1288782816229117,1093,2,0.936951316839585,119300
0.001017794362269342,0.12898089171974522,1092,2,0.9361532322426177,119200
0.0010188528103753924,0.12908366533864543,1091,2,0.9353551476456504,119100
0.0010249033803120255,0.1291866028708134,1090,2,0.9345570630486831,119000
0.001025536679662764,0.12928970470869913,1089,2,0.9337589784517158,118900
0.0010416473960503936,0.12939297124600638,1088,2,0.9329608938547486,118800
0.0010417833691462874,0.12949640287769784,1087,2,0.9321628092577813,118700
0.0010585109703242779,0.1296,1086,2,0.931364724660814,118600
0.0010685052257031202,0.1297037630104083,1085,2,0.9305666400638468,118500
0.0010793231194838881,0.12980769230769232,1084,2,0.9297685554668795,118400
0.0010898966575041413,0.12991178829190056,1083,2,0.9289704708699122,118300
0.0010932647855952382,0.13001605136436598,1082,2,0.928172386272945,118200
0.0011064907303079963,0.13012048192771083,1081,2,0.9273743016759777,118100
0.0011194811668246984,0.1302250803858521,1080,2,0.9265762170790104,118000
0.0011494588106870651,0.13032984714400644,1079,2,0.9257781324820431,117900
0.0011520890984684229,0.13043478260869565,1078,2,0.9249800478850758,117800
0.0011543652508407831,0.1305398871877518,1077,2,0.9241819632881085,117700
